users,concurrency,variant,complexity,n,mean,std,ci_lower,ci_upper
10000,5,neo4j_normal,complex,150,113.12286666666667,66.17450219980124,102.44621951936402,123.79951381396931
10000,5,neo4j_normal,create,200,17.32335,8.011419881650225,16.20625055443677,18.44044944556323
10000,5,neo4j_normal,delete,200,14.514250000000002,4.435940971090009,13.895709557411797,15.132790442588208
10000,5,neo4j_normal,easy,150,3140.4440666666665,6281.91753856979,2126.91446329682,4153.973670036513
10000,5,neo4j_normal,medium,150,437.8332666666667,579.8899159190124,344.27336352069506,531.3931698126383
10000,5,neo4j_normal,update,200,122.2286,192.16725996394456,95.4331077236784,149.0240922763216
10000,5,neo4j_normal,very_complex,150,107.7978,78.4708172564765,95.1372555401675,120.45834445983249
10000,5,neo4j_optimized,complex,150,111.75293333333333,65.5070802725511,101.18396857394058,122.32189809272609
10000,5,neo4j_optimized,create,200,23.3594,15.630236051805994,21.17994513613905,25.53885486386095
10000,5,neo4j_optimized,delete,200,19.39515,9.995075972496652,18.00145275379619,20.78884724620381
10000,5,neo4j_optimized,easy,150,3148.2906,6301.986096415245,2131.5231194456114,4165.058080554388
10000,5,neo4j_optimized,medium,150,461.551,659.0812220885462,355.214308136324,567.887691863676
10000,5,neo4j_optimized,update,200,124.18985,192.92935753657315,97.28809206934685,151.09160793065317
10000,5,neo4j_optimized,very_complex,150,91.63066666666666,56.14925767815284,82.57150049413424,100.68983283919907
10000,5,postgres_normal,complex,150,64.15713333333333,13.966840131922952,61.90371216816777,66.4105544984989
10000,5,postgres_normal,create,200,45.73675,2.8586342695305875,45.3381466556821,46.1353533443179
10000,5,postgres_normal,delete,200,45.3658,2.4904285841323204,45.018538661604644,45.713061338395356
10000,5,postgres_normal,easy,150,76.03446666666666,70.15946630448205,64.71488222137144,87.35405111196188
10000,5,postgres_normal,medium,150,166.4985333333333,169.74066995496577,139.1124377918187,193.88462887484792
10000,5,postgres_normal,update,200,45.62225,3.8648857872181948,45.0833365696909,46.1611634303091
10000,5,postgres_normal,very_complex,150,78.27640000000001,8.682150499075133,76.87561488976942,79.6771851102306
10000,5,postgres_optimized,complex,150,52.26393333333333,9.044532398319472,50.804681237448364,53.72318542921829
10000,5,postgres_optimized,create,200,46.34285,2.839645100887605,45.94689447468,46.73880552532
10000,5,postgres_optimized,delete,200,45.6755,2.552839733222121,45.31953615180299,46.031463848197006
10000,5,postgres_optimized,easy,150,75.56806666666667,71.16137930289734,64.08683277633176,87.04930055700157
10000,5,postgres_optimized,medium,150,56.31633333333334,13.062548052853609,54.20881137594985,58.42385529071683
10000,5,postgres_optimized,update,200,45.70455,1.8291170392339802,45.44950087505292,45.959599124947076
10000,5,postgres_optimized,very_complex,150,75.11720000000001,13.359223700469823,72.96181215618745,77.27258784381257
10000,10,neo4j_normal,complex,150,204.489,115.8166863564599,185.80304313002213,223.17495686997788
10000,10,neo4j_normal,create,200,18.33735,7.226200616802122,17.32974026017751,19.344959739822492
10000,10,neo4j_normal,delete,200,15.7854,4.717198495743125,15.12764146255571,16.44315853744429
10000,10,neo4j_normal,easy,150,6299.541466666667,12714.554136389383,4248.165126280468,8350.917807052865
10000,10,neo4j_normal,medium,150,912.5648,1423.1610418232303,682.9508584933892,1142.1787415066108
10000,10,neo4j_normal,update,200,136.85955,208.49437887726032,107.78743063944762,165.9316693605524
10000,10,neo4j_normal,very_complex,150,118.36126666666668,86.83253166931682,104.35163651121593,132.37089682211743
10000,10,neo4j_optimized,complex,150,202.67953333333335,117.88375751713185,183.66007354792401,221.6989931187427
10000,10,neo4j_optimized,create,200,25.741899999999998,17.694713044824816,23.27457779946859,28.209222200531404
10000,10,neo4j_optimized,delete,200,21.215600000000006,10.744740381663334,19.717370759691537,22.713829240308474
10000,10,neo4j_optimized,easy,150,6334.779533333334,12795.657764147245,4270.317868733855,8399.241197932814
10000,10,neo4j_optimized,medium,150,818.3169999999999,1179.471248176985,628.0201648360156,1008.6138351639842
10000,10,neo4j_optimized,update,200,147.2317,224.13445644285633,115.97875349080309,178.4846465091969
10000,10,neo4j_optimized,very_complex,150,108.20013333333333,69.04354457124843,97.06059259359964,119.33967407306702
10000,10,postgres_normal,complex,150,122.34713333333333,18.020693263212735,119.43966025948717,125.2546064071795
10000,10,postgres_normal,create,200,98.71334999999999,4.395635715595766,98.10042965712333,99.32627034287665
10000,10,postgres_normal,delete,200,98.15114999999997,3.8804219551810673,97.61007023152936,98.69222976847058
10000,10,postgres_normal,easy,150,152.8648,137.23528101522894,130.72314992552583,175.00645007447417
10000,10,postgres_normal,medium,150,264.995,234.15064964360764,227.2169467853588,302.7730532146412
10000,10,postgres_normal,update,200,98.52795,4.781429980748858,97.86123512805477,99.19466487194524
10000,10,postgres_normal,very_complex,150,138.30113333333338,11.445879627704528,136.45444595355482,140.14782071311194
10000,10,postgres_optimized,complex,150,107.84173333333334,12.353442187833446,105.84861908374106,109.83484758292562
10000,10,postgres_optimized,create,200,99.39654999999999,3.923010534752474,98.8495317487973,99.94356825120268
10000,10,postgres_optimized,delete,200,98.88785,5.240049855674061,98.15718591361193,99.61851408638807
10000,10,postgres_optimized,easy,150,150.10546666666664,135.2847562487019,128.27851581911534,171.93241751421795
10000,10,postgres_optimized,medium,150,114.21946666666666,18.46611715914104,111.24012854495894,117.19880478837439
10000,10,postgres_optimized,update,200,98.31835,4.23340446263065,97.72805092094642,98.90864907905357
10000,10,postgres_optimized,very_complex,150,132.9528,15.306684775574098,130.4832072276907,135.42239277230928
100000,1,neo4j_normal,complex,150,255.24926666666667,296.34228135426537,207.437165817109,303.0613675162243
100000,1,neo4j_normal,create,200,73.14309999999999,59.99103847137814,64.77804651320973,81.50815348679025
100000,1,neo4j_normal,delete,200,48.9089,36.96300828799643,43.754837839377785,54.06296216062222
100000,1,neo4j_normal,easy,150,665.1548,1175.1614970447833,475.55330353297,854.7562964670301
100000,1,neo4j_normal,medium,150,225.3784666666667,237.12478529455504,187.12056402576906,263.63636930756434
100000,1,neo4j_normal,update,200,115.6859,171.0003132654276,91.84189257536354,139.52990742463646
100000,1,neo4j_normal,very_complex,150,1002.1516666666666,846.5506776296326,865.5685028058786,1138.7348305274547
100000,1,neo4j_optimized,complex,150,273.16093333333333,276.65473774588395,228.52523652636552,317.79663014030115
100000,1,neo4j_optimized,create,200,136.843,150.8305379520158,115.81143346007548,157.8745665399245
100000,1,neo4j_optimized,delete,200,104.58220000000001,95.06698337911023,91.32621342171352,117.83818657828651
100000,1,neo4j_optimized,easy,150,656.7506666666665,1149.5639394390435,471.27910063060625,842.2222327027266
100000,1,neo4j_optimized,medium,150,236.64926666666668,257.8547577287478,195.04677368212077,278.2517596512126
100000,1,neo4j_optimized,update,200,128.34895,173.42447840181677,104.16692090507053,152.53097909492948
100000,1,neo4j_optimized,very_complex,150,877.2647333333333,548.059297997708,788.840407558239,965.6890591084276
100000,1,postgres_normal,complex,150,43.1136,35.76991023511504,37.34245405442219,48.884745945577805
100000,1,postgres_normal,create,200,4.14635,2.0096936383689186,3.8661215657974686,4.426578434202532
100000,1,postgres_normal,delete,200,3.9821500000000003,1.8208278192174516,3.7282567105004936,4.236043289499507
100000,1,postgres_normal,easy,150,12.232733333333334,22.88684880413739,8.540150829914452,15.925315836752215
100000,1,postgres_normal,medium,150,36.706266666666664,46.643134536515646,29.18082600997762,44.231707323355714
100000,1,postgres_normal,update,200,3.9607,1.7435055399508188,3.7175884042045375,4.203811595795463
100000,1,postgres_normal,very_complex,150,337.0731333333333,75.82625831364669,324.83926412989473,349.3070025367719
100000,1,postgres_optimized,complex,150,27.106133333333336,35.843102633910696,21.32317846755472,32.88908819911195
100000,1,postgres_optimized,create,200,3.2128499999999995,1.529388940116527,2.9995944769724394,3.4261055230275597
100000,1,postgres_optimized,delete,200,3.69025,2.435415504776243,3.3506595965144648,4.029840403485535
100000,1,postgres_optimized,easy,150,12.375533333333333,23.05492262177856,8.655833665659301,16.095233001007365
100000,1,postgres_optimized,medium,150,17.137999999999998,18.823344316968964,14.101026562743591,20.174973437256405
100000,1,postgres_optimized,update,200,3.38215,2.034852081224164,3.0984135131700934,3.665886486829907
100000,1,postgres_optimized,very_complex,150,291.9672,104.9868686715137,275.02853458289434,308.90586541710564
100000,3,neo4j_normal,complex,150,273.0062,167.0832328880092,246.0488574817328,299.96354251826716
100000,3,neo4j_normal,create,200,73.68825000000001,61.37528383450729,65.13017957607269,82.24632042392733
100000,3,neo4j_normal,delete,200,47.342349999999996,31.91020091742533,42.892843136139994,51.79185686386
100000,3,neo4j_normal,easy,150,1899.1632666666667,3726.9550038694833,1297.8533634951104,2500.473169838223
100000,3,neo4j_normal,medium,150,364.08933333333334,440.42975373079037,293.03004437095757,435.1486222957091
100000,3,neo4j_normal,update,200,121.81604999999999,180.84594994901684,96.59918290218047,147.0329170978195
100000,3,neo4j_normal,very_complex,150,1063.5908,754.0702962731681,941.9284948834114,1185.2531051165884
100000,3,neo4j_optimized,complex,150,312.20093333333335,291.9115502044193,265.10369019360235,359.29817647306436
100000,3,neo4j_optimized,create,200,144.5206,168.04300034953067,121.0889555107119,167.95224448928812
100000,3,neo4j_optimized,delete,200,96.6139,92.09109693921197,83.77286621924242,109.45493378075759
100000,3,neo4j_optimized,easy,150,1903.0276666666664,3728.699881111272,1301.4362436044173,2504.6190897289152
100000,3,neo4j_optimized,medium,150,357.2595333333333,409.64133718164805,291.1676721383303,423.3513945283363
100000,3,neo4j_optimized,update,200,133.90335,178.5154985073119,109.01143728628453,158.79526271371546
100000,3,neo4j_optimized,very_complex,150,950.710666666667,609.7405097028628,852.3346448288559,1049.0866885044782
100000,3,postgres_normal,complex,150,80.17,39.7359291882847,73.75897338233708,86.58102661766293
100000,3,postgres_normal,create,200,25.98505,1.931446198991313,25.715732262332757,26.254367737667245
100000,3,postgres_normal,delete,200,25.2467,1.4700008922159122,25.041725450428196,25.451674549571806
100000,3,postgres_normal,easy,150,45.103199999999994,46.20721015413274,37.648091732054205,52.55830826794578
100000,3,postgres_normal,medium,150,63.553666666666665,51.713429855356935,55.210180505253724,71.8971528280796
100000,3,postgres_normal,update,200,25.606049999999996,1.72917963455007,25.364935985309604,25.84716401469039
100000,3,postgres_normal,very_complex,150,389.3691333333334,73.13377989910748,377.5696707522064,401.16859591446047
100000,3,postgres_optimized,complex,150,65.92786666666667,61.73584777190908,55.967355577212,75.88837775612134
100000,3,postgres_optimized,create,200,25.089650000000002,2.4810304184322147,24.743699126646796,25.43560087335321
100000,3,postgres_optimized,delete,200,24.462699999999998,2.2158417096922918,24.153726611771685,24.77167338822831
100000,3,postgres_optimized,easy,150,44.879133333333336,46.715956688383926,37.341943492379066,52.416323174287605
100000,3,postgres_optimized,medium,150,43.6926,23.939203965111734,39.830229672663044,47.55497032733695
100000,3,postgres_optimized,update,200,25.017799999999998,3.521352835054267,24.52678824955092,25.508811750449077
100000,3,postgres_optimized,very_complex,150,354.6818,106.28076240068,337.5343767330702,371.82922326692983
100000,5,neo4j_normal,complex,150,323.7711333333333,187.50005983904785,293.51972361429415,354.02254305237244
100000,5,neo4j_normal,create,200,79.45025000000001,71.48389454509436,69.48265122940897,89.41784877059105
100000,5,neo4j_normal,delete,200,49.422250000000005,34.856070225937366,44.56197587891784,54.28252412108217
100000,5,neo4j_normal,easy,150,3161.092866666667,6309.513682753115,2143.1108793078656,4179.074854025468
100000,5,neo4j_normal,medium,150,506.4906,611.5266125772791,407.8264068949332,605.1547931050667
100000,5,neo4j_normal,update,200,129.21185,189.52499448555923,102.78479095331049,155.63890904668952
100000,5,neo4j_normal,very_complex,150,1200.7601999999997,830.2016656279179,1066.814798820407,1334.7056011795923
100000,5,neo4j_optimized,complex,150,338.7368666666667,212.51674701995094,304.4492446158972,373.02448871743616
100000,5,neo4j_optimized,create,200,145.2809,168.70385309004396,121.75710727220586,168.80469272779416
100000,5,neo4j_optimized,delete,200,102.0069,99.60245297977325,88.11849486780969,115.89530513219032
100000,5,neo4j_optimized,easy,150,3167.4875333333334,6329.6302863872115,2146.259917043998,4188.715149622669
100000,5,neo4j_optimized,medium,150,534.6006,725.660838223927,417.5218995824243,651.6793004175756
100000,5,neo4j_optimized,update,200,144.04865,190.25840224230961,117.51932576055557,170.57797423944444
100000,5,neo4j_optimized,very_complex,150,1052.3368,633.2189302693313,950.1727509971744,1154.5008490028256
100000,5,postgres_normal,complex,150,167.08113333333336,129.2857267359128,146.22207070866463,187.94019595800208
100000,5,postgres_normal,create,200,45.52495,1.4766109497714437,45.319053754681434,45.73084624531856
100000,5,postgres_normal,delete,200,45.50940000000001,2.0783885911153366,45.219592852565654,45.79920714743436
100000,5,postgres_normal,easy,150,76.07546666666667,71.5033011542492,64.53906683117944,87.6118665021539
100000,5,postgres_normal,medium,150,99.63680000000001,72.44973720148168,87.94770141517758,111.32589858482244
100000,5,postgres_normal,update,200,45.3267,2.6117966072395338,44.962515300536936,45.69088469946307
100000,5,postgres_normal,very_complex,150,430.2793333333333,78.18353569162659,417.66513911109786,442.8935275555687
100000,5,postgres_optimized,complex,150,165.98233333333332,169.7671847225281,138.59195987799927,193.37270678866736
100000,5,postgres_optimized,create,200,46.4274,3.161401196880616,45.986579324463165,46.86822067553683
100000,5,postgres_optimized,delete,200,45.77975000000001,2.5229860743087307,45.42794889777223,46.13155110222778
100000,5,postgres_optimized,easy,150,75.245,70.54827858810566,63.86268426968125,86.62731573031876
100000,5,postgres_optimized,medium,150,65.34339999999999,23.66466220666808,61.52532445969827,69.16147554030171
100000,5,postgres_optimized,update,200,45.7993,2.304572799662602,45.477954091934464,46.12064590806554
100000,5,postgres_optimized,very_complex,150,394.7222,110.70902942913438,376.860316586561,412.584083413439
100000,10,neo4j_normal,complex,150,458.9224,227.73823797173324,422.1789304166362,495.66586958336376
100000,10,neo4j_normal,create,200,85.93060000000001,81.31021321151798,74.59283522933055,97.26836477066948
100000,10,neo4j_normal,delete,200,54.1641,38.22641612338503,48.833870291891536,59.49432970810846
100000,10,neo4j_normal,easy,150,6321.205333333332,12751.029174757847,4263.944081064177,8378.466585602488
100000,10,neo4j_normal,medium,150,846.4296,1091.6899626737088,670.2954676943673,1022.5637323056328
100000,10,neo4j_normal,update,200,147.9609,212.073556889701,118.3897058396824,177.53209416031763
100000,10,neo4j_normal,very_complex,150,1625.349466666667,1204.6126342113996,1430.9963001581248,1819.7026331752093
100000,10,neo4j_optimized,complex,150,473.6696,247.49550521545305,433.7384771069179,513.6007228930821
100000,10,neo4j_optimized,create,200,158.11075,179.58774486995173,133.06932498573022,183.15217501426977
100000,10,neo4j_optimized,delete,200,112.60575,111.38170233260959,97.07486536784693,128.13663463215306
100000,10,neo4j_optimized,easy,150,6345.704133333333,12809.369222905174,4279.030251003962,8412.378015662704
100000,10,neo4j_optimized,medium,150,901.2902666666668,1269.687115504888,696.437931264242,1106.1426020690915
100000,10,neo4j_optimized,update,200,160.9955,208.53326386319566,131.91795857982885,190.07304142017114
100000,10,neo4j_optimized,very_complex,150,1444.1954,884.3357514800655,1301.5159620831141,1586.874837916886
100000,10,postgres_normal,complex,150,265.9166666666667,172.98860250567958,238.00654708795557,293.8267862453778
100000,10,postgres_normal,create,200,98.37810000000002,4.057783437063954,97.81228923302945,98.94391076697059
100000,10,postgres_normal,delete,200,98.21130000000001,4.468879021470901,97.58816672887929,98.83443327112073
100000,10,postgres_normal,easy,150,149.41473333333332,134.61586551836032,127.69570185155823,171.1337648151084
100000,10,postgres_normal,medium,150,196.57646666666668,133.77526514248376,174.99305832230525,218.1598750110281
100000,10,postgres_normal,update,200,98.1188,4.50604759011954,97.49048400371404,98.74711599628594
100000,10,postgres_normal,very_complex,150,534.3344666666668,80.34777628373104,521.3710921351636,547.29784119817
100000,10,postgres_optimized,complex,150,248.1965333333333,216.03761884998497,213.3408510035964,283.05221566307017
100000,10,postgres_optimized,create,200,98.53865,3.38808371113648,98.06622108088901,99.011078919111
100000,10,postgres_optimized,delete,200,97.6101,4.053866693149782,97.04483537747318,98.17536462252683
100000,10,postgres_optimized,easy,150,147.7798,135.00575837815862,125.99786289217653,169.56173710782346
100000,10,postgres_optimized,medium,150,123.97973333333333,30.008082243429214,119.1382053273804,128.82126133928625
100000,10,postgres_optimized,update,200,98.49880000000002,4.2266034167178566,97.90944924780119,99.08815075219884
100000,10,postgres_optimized,very_complex,150,486.178,123.96266046379347,466.1777651479608,506.17823485203917
