users,concurrency,variant,query_no,p50_duration
10000,5,neo4j_normal,19,18.255
10000,5,neo4j_normal,20,16.285
10000,5,neo4j_normal,21,14.3
10000,5,neo4j_normal,22,12.465
10000,5,neo4j_normal,23,14.690000000000001
10000,5,neo4j_normal,24,20.84
10000,5,neo4j_optimized,1,5380.700000000001
10000,5,neo4j_optimized,2,37.07
10000,5,neo4j_optimized,3,134.845
10000,5,neo4j_optimized,4,1234.53
10000,5,neo4j_optimized,5,14.16
10000,5,neo4j_optimized,6,37.379999999999995
10000,5,neo4j_optimized,7,201.735
10000,5,neo4j_optimized,8,58.584999999999994
10000,5,neo4j_optimized,9,70.725
10000,5,neo4j_optimized,10,40.38
10000,5,neo4j_optimized,11,166.77499999999998
10000,5,neo4j_optimized,12,60.955
10000,5,neo4j_optimized,13,14.11
10000,5,neo4j_optimized,14,15.09
10000,5,neo4j_optimized,15,17.365000000000002
10000,5,neo4j_optimized,16,50.605000000000004
10000,5,neo4j_optimized,17,456.78499999999997
10000,5,neo4j_optimized,18,3.645
10000,5,neo4j_optimized,19,22.035
10000,5,neo4j_optimized,20,16.240000000000002
10000,5,neo4j_optimized,21,13.935
10000,5,neo4j_optimized,22,12.81
10000,5,neo4j_optimized,23,18.95
10000,5,neo4j_optimized,24,35.709999999999994
10000,5,postgres_normal,1,91.005
10000,5,postgres_normal,2,44.004999999999995
10000,5,postgres_normal,3,45.815
10000,5,postgres_normal,4,48.480000000000004
10000,5,postgres_normal,5,406.515
10000,5,postgres_normal,6,44.955
10000,5,postgres_normal,7,80.84
10000,5,postgres_normal,8,60.765
10000,5,postgres_normal,9,48.045
10000,5,postgres_normal,10,72.16499999999999
10000,5,postgres_normal,11,88.165
10000,5,postgres_normal,12,71.47999999999999
10000,5,postgres_normal,13,45.405
10000,5,postgres_normal,14,45.21
10000,5,postgres_normal,15,45.615
10000,5,postgres_normal,16,45.465
10000,5,postgres_normal,17,44.955
10000,5,postgres_normal,18,45.07
10000,5,postgres_normal,19,44.635000000000005
10000,5,postgres_normal,20,45.14
10000,5,postgres_normal,21,45.525000000000006
10000,5,postgres_normal,22,44.9
10000,5,postgres_normal,23,45.144999999999996
10000,5,postgres_normal,24,45.010000000000005
10000,5,postgres_optimized,1,87.945
10000,5,postgres_optimized,2,44.099999999999994
10000,5,postgres_optimized,3,45.355000000000004
10000,5,postgres_optimized,4,49.004999999999995
10000,5,postgres_optimized,5,74.145
10000,5,postgres_optimized,6,45.33
10000,5,postgres_optimized,7,46.379999999999995
10000,5,postgres_optimized,8,64.245
10000,5,postgres_optimized,9,45.685
10000,5,postgres_optimized,10,64.61
10000,5,postgres_optimized,11,91.49000000000001
10000,5,postgres_optimized,12,65.6
10000,5,postgres_optimized,13,45.83
10000,5,postgres_optimized,14,45.905
10000,5,postgres_optimized,15,46.1
10000,5,postgres_optimized,16,46.035
10000,5,postgres_optimized,17,45.39
10000,5,postgres_optimized,18,45.625
10000,5,postgres_optimized,19,45.405
10000,5,postgres_optimized,20,46.03
10000,5,postgres_optimized,21,45.46
10000,5,postgres_optimized,22,44.99
10000,5,postgres_optimized,23,45.715
10000,5,postgres_optimized,24,45.65
10000,10,neo4j_normal,1,10588.225
10000,10,neo4j_normal,2,73.75
10000,10,neo4j_normal,3,270.985
10000,10,neo4j_normal,4,2208.7749999999996
10000,10,neo4j_normal,5,22.595
10000,10,neo4j_normal,6,69.375
10000,10,neo4j_normal,7,356.4
10000,10,neo4j_normal,8,116.24000000000001
10000,10,neo4j_normal,9,126.775
10000,10,neo4j_normal,10,57.565
10000,10,neo4j_normal,11,225.46
10000,10,neo4j_normal,12,57.29
10000,10,neo4j_normal,13,14.415
10000,10,neo4j_normal,14,15.805
10000,10,neo4j_normal,15,14.96
10000,10,neo4j_normal,16,30.049999999999997
10000,10,neo4j_normal,17,490.065
10000,10,neo4j_normal,18,4.545
10000,10,neo4j_normal,19,25.685000000000002
10000,10,neo4j_normal,20,22.7
10000,10,neo4j_normal,21,15.16
10000,10,neo4j_normal,22,12.665
10000,10,neo4j_normal,23,15.82
10000,10,neo4j_normal,24,22.645
10000,10,neo4j_optimized,1,10628.405
10000,10,neo4j_optimized,2,72.505
10000,10,neo4j_optimized,3,269.485
10000,10,neo4j_optimized,4,2131.6400000000003
10000,10,neo4j_optimized,5,16.634999999999998
10000,10,neo4j_optimized,6,70.65
10000,10,neo4j_optimized,7,365.265
10000,10,neo4j_optimized,8,112.66499999999999
10000,10,neo4j_optimized,9,124.205
10000,10,neo4j_optimized,10,48.915
10000,10,neo4j_optimized,11,193.61
10000,10,neo4j_optimized,12,69.21000000000001
10000,10,neo4j_optimized,13,14.775
10000,10,neo4j_optimized,14,16.145000000000003
10000,10,neo4j_optimized,15,18.195
10000,10,neo4j_optimized,16,55.095
10000,10,neo4j_optimized,17,521.81
10000,10,neo4j_optimized,18,5.64
10000,10,neo4j_optimized,19,29.34
10000,10,neo4j_optimized,20,22.895
10000,10,neo4j_optimized,21,15.620000000000001
10000,10,neo4j_optimized,22,12.975000000000001
10000,10,neo4j_optimized,23,20.634999999999998
10000,10,neo4j_optimized,24,38.644999999999996
10000,10,postgres_normal,1,179.39499999999998
10000,10,postgres_normal,2,86.52000000000001
10000,10,postgres_normal,3,99.7
10000,10,postgres_normal,4,103.055
10000,10,postgres_normal,5,593.625
10000,10,postgres_normal,6,97.85
10000,10,postgres_normal,7,143.365
10000,10,postgres_normal,8,118.475
10000,10,postgres_normal,9,101.57
10000,10,postgres_normal,10,130.9
10000,10,postgres_normal,11,149.535
10000,10,postgres_normal,12,131.2
10000,10,postgres_normal,13,98.52
10000,10,postgres_normal,14,97.65
10000,10,postgres_normal,15,98.6
10000,10,postgres_normal,16,98.55
10000,10,postgres_normal,17,98.01
10000,10,postgres_normal,18,98.155
10000,10,postgres_normal,19,99.03999999999999
10000,10,postgres_normal,20,98.0
10000,10,postgres_normal,21,98.19
10000,10,postgres_normal,22,97.41
10000,10,postgres_normal,23,98.335
10000,10,postgres_normal,24,97.79
10000,10,postgres_optimized,1,172.835
10000,10,postgres_optimized,2,86.265
10000,10,postgres_optimized,3,99.08
10000,10,postgres_optimized,4,104.06
10000,10,postgres_optimized,5,136.4
10000,10,postgres_optimized,6,98.62
10000,10,postgres_optimized,7,99.935
10000,10,postgres_optimized,8,122.64
10000,10,postgres_optimized,9,98.99
10000,10,postgres_optimized,10,121.735
10000,10,postgres_optimized,11,151.47
10000,10,postgres_optimized,12,121.75
10000,10,postgres_optimized,13,99.035
10000,10,postgres_optimized,14,98.815
10000,10,postgres_optimized,15,99.91
10000,10,postgres_optimized,16,99.48500000000001
10000,10,postgres_optimized,17,98.71000000000001
10000,10,postgres_optimized,18,98.45
10000,10,postgres_optimized,19,96.85499999999999
10000,10,postgres_optimized,20,98.695
10000,10,postgres_optimized,21,97.98
10000,10,postgres_optimized,22,98.145
10000,10,postgres_optimized,23,97.49
10000,10,postgres_optimized,24,98.33500000000001
100000,1,neo4j_normal,1,1391.165
100000,1,neo4j_normal,2,9.465
100000,1,neo4j_normal,3,42.73
100000,1,neo4j_normal,4,543.53
100000,1,neo4j_normal,5,99.815
100000,1,neo4j_normal,6,20.72
100000,1,neo4j_normal,7,414.065
100000,1,neo4j_normal,8,48.879999999999995
100000,1,neo4j_normal,9,188.26999999999998
100000,1,neo4j_normal,10,456.91499999999996
100000,1,neo4j_normal,11,1932.91
100000,1,neo4j_normal,12,444.255
100000,1,neo4j_normal,13,33.82
100000,1,neo4j_normal,14,45.495
100000,1,neo4j_normal,15,37.165000000000006
100000,1,neo4j_normal,16,176.03500000000003
100000,1,neo4j_normal,17,408.40999999999997
100000,1,neo4j_normal,18,2.96
100000,1,neo4j_normal,19,38.515
100000,1,neo4j_normal,20,11.425
100000,1,neo4j_normal,21,35.415
100000,1,neo4j_normal,22,16.83
100000,1,neo4j_normal,23,38.84
100000,1,neo4j_normal,24,99.89
100000,1,neo4j_optimized,1,1393.895
100000,1,neo4j_optimized,2,9.575
100000,1,neo4j_optimized,3,43.015
100000,1,neo4j_optimized,4,549.8900000000001
100000,1,neo4j_optimized,5,99.83
100000,1,neo4j_optimized,6,31.265
100000,1,neo4j_optimized,7,477.475
100000,1,neo4j_optimized,8,42.120000000000005
100000,1,neo4j_optimized,9,190.35500000000002
100000,1,neo4j_optimized,10,386.46000000000004
100000,1,neo4j_optimized,11,1561.265
100000,1,neo4j_optimized,12,558.5150000000001
100000,1,neo4j_optimized,13,33.94
100000,1,neo4j_optimized,14,45.335
100000,1,neo4j_optimized,15,67.36500000000001
100000,1,neo4j_optimized,16,393.96000000000004
100000,1,neo4j_optimized,17,405.25
100000,1,neo4j_optimized,18,12.965
100000,1,neo4j_optimized,19,70.555
100000,1,neo4j_optimized,20,11.335
100000,1,neo4j_optimized,21,35.705
100000,1,neo4j_optimized,22,21.87
100000,1,neo4j_optimized,23,79.82499999999999
100000,1,neo4j_optimized,24,237.9
100000,1,postgres_normal,1,19.494999999999997
100000,1,postgres_normal,2,0.95
100000,1,postgres_normal,3,1.7349999999999999
100000,1,postgres_normal,4,3.295
100000,1,postgres_normal,5,102.47
100000,1,postgres_normal,6,4.445
100000,1,postgres_normal,7,32.515
100000,1,postgres_normal,8,72.685
100000,1,postgres_normal,9,17.715
100000,1,postgres_normal,10,282.08
100000,1,postgres_normal,11,441.255
100000,1,postgres_normal,12,280.69
100000,1,postgres_normal,13,3.5549999999999997
100000,1,postgres_normal,14,3.5549999999999997
100000,1,postgres_normal,15,3.575
100000,1,postgres_normal,16,3.5949999999999998
100000,1,postgres_normal,17,3.61
100000,1,postgres_normal,18,3.56
100000,1,postgres_normal,19,3.5700000000000003
100000,1,postgres_normal,20,3.55
100000,1,postgres_normal,21,3.52
100000,1,postgres_normal,22,3.575
100000,1,postgres_normal,23,3.62
100000,1,postgres_normal,24,3.63
100000,1,postgres_optimized,1,19.884999999999998
100000,1,postgres_optimized,2,0.945
100000,1,postgres_optimized,3,1.74
100000,1,postgres_optimized,4,3.3099999999999996
100000,1,postgres_optimized,5,44.05
100000,1,postgres_optimized,6,4.505
100000,1,postgres_optimized,7,2.16
100000,1,postgres_optimized,8,77.54499999999999
100000,1,postgres_optimized,9,1.52
100000,1,postgres_optimized,10,218.20499999999998
100000,1,postgres_optimized,11,437.67
100000,1,postgres_optimized,12,217.14499999999998
100000,1,postgres_optimized,13,3.425
100000,1,postgres_optimized,14,3.4050000000000002
100000,1,postgres_optimized,15,3.4850000000000003
100000,1,postgres_optimized,16,3.4850000000000003
100000,1,postgres_optimized,17,3.45
100000,1,postgres_optimized,18,3.425
100000,1,postgres_optimized,19,3.5
100000,1,postgres_optimized,20,3.535
100000,1,postgres_optimized,21,3.505
100000,1,postgres_optimized,22,3.5599999999999996
100000,1,postgres_optimized,23,3.5949999999999998
100000,1,postgres_optimized,24,3.65
100000,3,neo4j_normal,1,3271.76
100000,3,neo4j_normal,2,23.115000000000002
100000,3,neo4j_normal,3,101.375
100000,3,neo4j_normal,4,900.485
100000,3,neo4j_normal,5,101.36500000000001
100000,3,neo4j_normal,6,33.495000000000005
100000,3,neo4j_normal,7,494.915
100000,3,neo4j_normal,8,95.42
100000,3,neo4j_normal,9,215.03500000000003
100000,3,neo4j_normal,10,505.26
100000,3,neo4j_normal,11,2097.8599999999997
100000,3,neo4j_normal,12,500.54499999999996
100000,3,neo4j_normal,13,33.355000000000004
100000,3,neo4j_normal,14,44.955
100000,3,neo4j_normal,15,36.480000000000004
100000,3,neo4j_normal,16,177.09
100000,3,neo4j_normal,17,422.42
100000,3,neo4j_normal,18,2.965
100000,3,neo4j_normal,19,40.34
100000,3,neo4j_normal,20,13.045
100000,3,neo4j_normal,21,35.655
100000,3,neo4j_normal,22,17.225
100000,3,neo4j_normal,23,39.46
100000,3,neo4j_normal,24,100.09
100000,3,neo4j_optimized,1,3276.5550000000003
100000,3,neo4j_optimized,2,23.305
100000,3,neo4j_optimized,3,101.69999999999999
100000,3,neo4j_optimized,4,948.435
100000,3,neo4j_optimized,5,101.12
100000,3,neo4j_optimized,6,42.935
100000,3,neo4j_optimized,7,548.99
100000,3,neo4j_optimized,8,89.045
100000,3,neo4j_optimized,9,215.825
100000,3,neo4j_optimized,10,408.03499999999997
100000,3,neo4j_optimized,11,1705.505
100000,3,neo4j_optimized,12,576.635
100000,3,neo4j_optimized,13,32.94
100000,3,neo4j_optimized,14,45.82
100000,3,neo4j_optimized,15,66.53999999999999
100000,3,neo4j_optimized,16,408.005
100000,3,neo4j_optimized,17,433.83
100000,3,neo4j_optimized,18,13.16
100000,3,neo4j_optimized,19,72.015
100000,3,neo4j_optimized,20,12.86
100000,3,neo4j_optimized,21,35.665
100000,3,neo4j_optimized,22,21.84
100000,3,neo4j_optimized,23,80.36500000000001
100000,3,neo4j_optimized,24,249.665
100000,3,postgres_normal,1,54.935
100000,3,postgres_normal,2,23.21
100000,3,postgres_normal,3,24.27
100000,3,postgres_normal,4,26.335
100000,3,postgres_normal,5,135.825
100000,3,postgres_normal,6,27.174999999999997
100000,3,postgres_normal,7,61.739999999999995
100000,3,postgres_normal,8,135.62
100000,3,postgres_normal,9,41.43
100000,3,postgres_normal,10,337.645
100000,3,postgres_normal,11,488.595
100000,3,postgres_normal,12,334.5
100000,3,postgres_normal,13,26.145
100000,3,postgres_normal,14,26.14
100000,3,postgres_normal,15,26.39
100000,3,postgres_normal,16,26.19
100000,3,postgres_normal,17,26.17
100000,3,postgres_normal,18,25.98
100000,3,postgres_normal,19,25.630000000000003
100000,3,postgres_normal,20,25.83
100000,3,postgres_normal,21,25.715
100000,3,postgres_normal,22,25.740000000000002
100000,3,postgres_normal,23,25.84
100000,3,postgres_normal,24,25.835
100000,3,postgres_optimized,1,54.129999999999995
100000,3,postgres_optimized,2,23.125
100000,3,postgres_optimized,3,24.28
100000,3,postgres_optimized,4,26.615
100000,3,postgres_optimized,5,73.545
100000,3,postgres_optimized,6,27.325
100000,3,postgres_optimized,7,25.295
100000,3,postgres_optimized,8,140.92000000000002
100000,3,postgres_optimized,9,24.635
100000,3,postgres_optimized,10,281.45000000000005
100000,3,postgres_optimized,11,505.05
100000,3,postgres_optimized,12,277.59000000000003
100000,3,postgres_optimized,13,24.49
100000,3,postgres_optimized,14,24.765
100000,3,postgres_optimized,15,24.655
100000,3,postgres_optimized,16,24.89
100000,3,postgres_optimized,17,24.07
100000,3,postgres_optimized,18,24.42
100000,3,postgres_optimized,19,24.16
100000,3,postgres_optimized,20,24.865000000000002
100000,3,postgres_optimized,21,24.19
100000,3,postgres_optimized,22,24.32
100000,3,postgres_optimized,23,24.32
100000,3,postgres_optimized,24,24.32
100000,5,neo4j_normal,1,5349.355
100000,5,neo4j_normal,2,37.415
100000,5,neo4j_normal,3,155.41500000000002
100000,5,neo4j_normal,4,1232.085
100000,5,neo4j_normal,5,113.80000000000001
100000,5,neo4j_normal,6,47.11
100000,5,neo4j_normal,7,568.92
100000,5,neo4j_normal,8,144.20999999999998
100000,5,neo4j_normal,9,246.22000000000003
100000,5,neo4j_normal,10,590.44
100000,5,neo4j_normal,11,2351.7250000000004
100000,5,neo4j_normal,12,546.835
100000,5,neo4j_normal,13,33.144999999999996
100000,5,neo4j_normal,14,45.120000000000005
100000,5,neo4j_normal,15,36.56
100000,5,neo4j_normal,16,187.36
100000,5,neo4j_normal,17,452.96
100000,5,neo4j_normal,18,2.7350000000000003
100000,5,neo4j_normal,19,42.995
100000,5,neo4j_normal,20,16.205
100000,5,neo4j_normal,21,35.7
100000,5,neo4j_normal,22,16.72
100000,5,neo4j_normal,23,39.425
100000,5,neo4j_normal,24,104.485
100000,5,neo4j_optimized,1,5369.87
100000,5,neo4j_optimized,2,37.364999999999995
100000,5,neo4j_optimized,3,156.49
100000,5,neo4j_optimized,4,1314.8200000000002
100000,5,neo4j_optimized,5,113.28
100000,5,neo4j_optimized,6,56.375
100000,5,neo4j_optimized,7,621.785
100000,5,neo4j_optimized,8,136.875
100000,5,neo4j_optimized,9,246.765
100000,5,neo4j_optimized,10,536.385
100000,5,neo4j_optimized,11,1917.115
100000,5,neo4j_optimized,12,646.5699999999999
100000,5,neo4j_optimized,13,33.07
100000,5,neo4j_optimized,14,45.555
100000,5,neo4j_optimized,15,67.4
100000,5,neo4j_optimized,16,425.445
100000,5,neo4j_optimized,17,464.765
100000,5,neo4j_optimized,18,13.985
100000,5,neo4j_optimized,19,77.65
100000,5,neo4j_optimized,20,16.23
100000,5,neo4j_optimized,21,36.730000000000004
100000,5,neo4j_optimized,22,21.745
100000,5,neo4j_optimized,23,82.61
100000,5,neo4j_optimized,24,267.255
100000,5,postgres_normal,1,89.775
100000,5,postgres_normal,2,44.11
100000,5,postgres_normal,3,45.78
100000,5,postgres_normal,4,47.93
100000,5,postgres_normal,5,197.345
100000,5,postgres_normal,6,48.474999999999994
100000,5,postgres_normal,7,91.97999999999999
100000,5,postgres_normal,8,358.51
100000,5,postgres_normal,9,66.275
100000,5,postgres_normal,10,374.155
100000,5,postgres_normal,11,541.11
100000,5,postgres_normal,12,371.67
100000,5,postgres_normal,13,45.685
100000,5,postgres_normal,14,45.2
100000,5,postgres_normal,15,45.935
100000,5,postgres_normal,16,45.315
100000,5,postgres_normal,17,44.925
100000,5,postgres_normal,18,45.17
100000,5,postgres_normal,19,45.14
100000,5,postgres_normal,20,45.349999999999994
100000,5,postgres_normal,21,45.135000000000005
100000,5,postgres_normal,22,45.290000000000006
100000,5,postgres_normal,23,45.43
100000,5,postgres_normal,24,45.265
100000,5,postgres_optimized,1,88.4
100000,5,postgres_optimized,2,44.31
100000,5,postgres_optimized,3,45.14
100000,5,postgres_optimized,4,48.239999999999995
100000,5,postgres_optimized,5,95.95
100000,5,postgres_optimized,6,48.435
100000,5,postgres_optimized,7,46.735
100000,5,postgres_optimized,8,404.17
100000,5,postgres_optimized,9,46.230000000000004
100000,5,postgres_optimized,10,320.39
100000,5,postgres_optimized,11,553.045
100000,5,postgres_optimized,12,313.255
100000,5,postgres_optimized,13,45.985
100000,5,postgres_optimized,14,45.92
100000,5,postgres_optimized,15,45.845
100000,5,postgres_optimized,16,46.545
100000,5,postgres_optimized,17,45.455
100000,5,postgres_optimized,18,46.14
100000,5,postgres_optimized,19,45.67
100000,5,postgres_optimized,20,45.985
100000,5,postgres_optimized,21,45.93
100000,5,postgres_optimized,22,46.07
100000,5,postgres_optimized,23,45.765
100000,5,postgres_optimized,24,45.735
100000,10,neo4j_normal,1,10588.51
100000,10,neo4j_normal,2,72.285
100000,10,neo4j_normal,3,292.57
100000,10,neo4j_normal,4,2148.465
100000,10,neo4j_normal,5,120.83500000000001
100000,10,neo4j_normal,6,81.13
100000,10,neo4j_normal,7,770.155
100000,10,neo4j_normal,8,262.22
100000,10,neo4j_normal,9,333.71500000000003
100000,10,neo4j_normal,10,820.98
100000,10,neo4j_normal,11,3026.085
100000,10,neo4j_normal,12,862.6
100000,10,neo4j_normal,13,35.010000000000005
100000,10,neo4j_normal,14,48.07
100000,10,neo4j_normal,15,38.765
100000,10,neo4j_normal,16,202.82999999999998
100000,10,neo4j_normal,17,511.265
100000,10,neo4j_normal,18,4.585
100000,10,neo4j_normal,19,52.535
100000,10,neo4j_normal,20,22.88
100000,10,neo4j_normal,21,38.83
100000,10,neo4j_normal,22,18.28
100000,10,neo4j_normal,23,43.655
100000,10,neo4j_normal,24,114.255
100000,10,neo4j_optimized,1,10681.82
100000,10,neo4j_optimized,2,72.555
100000,10,neo4j_optimized,3,292.71500000000003
100000,10,neo4j_optimized,4,2153.05
100000,10,neo4j_optimized,5,123.36500000000001
100000,10,neo4j_optimized,6,90.88499999999999
100000,10,neo4j_optimized,7,814.27
100000,10,neo4j_optimized,8,255.735
100000,10,neo4j_optimized,9,338.48
100000,10,neo4j_optimized,10,762.735
100000,10,neo4j_optimized,11,2445.0
100000,10,neo4j_optimized,12,973.4449999999999
100000,10,neo4j_optimized,13,36.3
100000,10,neo4j_optimized,14,49.545
100000,10,neo4j_optimized,15,72.185
100000,10,neo4j_optimized,16,457.83000000000004
100000,10,neo4j_optimized,17,510.91499999999996
100000,10,neo4j_optimized,18,16.115000000000002
100000,10,neo4j_optimized,19,87.525
100000,10,neo4j_optimized,20,22.65
100000,10,neo4j_optimized,21,38.709999999999994
100000,10,neo4j_optimized,22,23.315
100000,10,neo4j_optimized,23,90.325
100000,10,neo4j_optimized,24,286.48
100000,10,postgres_normal,1,173.89
100000,10,postgres_normal,2,86.56
100000,10,postgres_normal,3,98.325
100000,10,postgres_normal,4,102.46000000000001
100000,10,postgres_normal,5,387.08000000000004
100000,10,postgres_normal,6,104.495
100000,10,postgres_normal,7,162.73000000000002
100000,10,postgres_normal,8,505.405
100000,10,postgres_normal,9,126.575
100000,10,postgres_normal,10,471.745
100000,10,postgres_normal,11,632.1400000000001
100000,10,postgres_normal,12,473.395
100000,10,postgres_normal,13,99.17
100000,10,postgres_normal,14,97.25999999999999
100000,10,postgres_normal,15,98.18
100000,10,postgres_normal,16,98.345
100000,10,postgres_normal,17,97.85
100000,10,postgres_normal,18,97.675
100000,10,postgres_normal,19,97.14
100000,10,postgres_normal,20,98.025
100000,10,postgres_normal,21,97.635
100000,10,postgres_normal,22,98.33500000000001
100000,10,postgres_normal,23,97.69
100000,10,postgres_normal,24,97.78999999999999
100000,10,postgres_optimized,1,169.68
100000,10,postgres_optimized,2,85.32499999999999
100000,10,postgres_optimized,3,98.05
100000,10,postgres_optimized,4,102.24000000000001
100000,10,postgres_optimized,5,165.245
100000,10,postgres_optimized,6,102.71000000000001
100000,10,postgres_optimized,7,99.565
100000,10,postgres_optimized,8,546.685
100000,10,postgres_optimized,9,99.13499999999999
100000,10,postgres_optimized,10,397.0
100000,10,postgres_optimized,11,650.45
100000,10,postgres_optimized,12,397.115
100000,10,postgres_optimized,13,98.9
100000,10,postgres_optimized,14,98.65
100000,10,postgres_optimized,15,98.92
100000,10,postgres_optimized,16,98.195
100000,10,postgres_optimized,17,97.57499999999999
100000,10,postgres_optimized,18,98.21000000000001
100000,10,postgres_optimized,19,97.63
100000,10,postgres_optimized,20,98.485
100000,10,postgres_optimized,21,97.34
100000,10,postgres_optimized,22,97.4
100000,10,postgres_optimized,23,97.245
100000,10,postgres_optimized,24,97.535
